Epm_nEng_100ms,VehV_v_100ms,ActMod_trqInr_100ms,RngMod_trqCrSmin_100ms,CoVeh_trqAcs_100ms,Clth_st_100ms,CoEng_st_100ms,Com_rTSC1VRVCURtdrTq_100ms,Com_rTSC1VRRDTrqReq_100ms,RoadSlope_100ms,Vehicle_Mass
1156,71.51,1711.5,-168,9.999747,0,3,0,0,1.5,38
1305,54.66,2632,-140,9.999747,0,3,0,0,-0.6,49
1068.5,55.59,843.5,-140,9.999747,0,3,0,0,0.2,49
1142.5,40.82,2632,-112,9.999747,0,3,0,0,4.8,49
1181,72.89,1347.378,-168,9.999747,0,3,0,0,0.6,38
1305,69.94,0,-196,9.999747,0,3,0,0,-3.8,49
1161,71.76,2047.5,-168,9.999747,0,3,0,0,1.7,38
1293,79.57,0,-196,9.999747,0,3,0,0,-2.7,38
919,68.23,1655.5,-140,9.999747,0,3,0,0,0.6,38
1147,71.11,2047.5,-168,9.999747,0,3,0,0,2.5,38
916.5,68.31,1571.5,-140,9.999747,0,3,0,0,0.6,38
1160.5,85.95,0,-168,9.999747,0,3,0,0,-4,49
1212,75.44,188.6389,-196,9.999747,0,3,0,0,-1.9,38
1095,57.03,731.5,-140,9.999747,0,3,0,0,0.2,49
901,67.18,1039.5,-168,9.999747,0,3,0,0,-0.2,38
896,66.95,899.5,-168,9.999747,0,3,0,0,-0.2,38
1143,71.57,2103.5,-140,9.999747,0,3,0,0,2.1,38
1236,76.34,0,-196,9.999747,0,3,0,0,-1.9,38
1158,71.47,2215.5,-168,9.999747,0,3,0,0,1.7,38
1182.5,72.91,1095.5,-168,9.999747,0,3,0,0,0,38
1163.5,60.43,344.1858,-196,9.999747,0,3,0,0,2.7,38
988,51.25,2383.5,-112,9.999747,0,3,0,0,2.5,49
914.5,68.28,1543.5,-140,9.999747,0,3,0,0,0.6,38
898,67.27,1655.5,-140,9.999747,0,3,0,0,0.6,38
1137.5,70.25,2355.5,-168,9.999747,0,3,0,0,2.5,38
889.5,66.22,2110.606,-140,9.999747,0,3,0,0,0.6,38
1246,76.66,0,-196,9.999747,0,3,0,0,-1.9,38
1029,53.51,1235.5,-140,9.999747,0,3,0,0,1.7,49
951,70.48,723.9186,-168,9.999747,0,3,0,0,-0.4,38
905,67.64,1263.5,-140,9.999747,0,3,0,0,0.4,38
898,65.78,0,-140,9.999747,0,3,0,0,-2.7,49
1157,71.64,1739.5,-168,9.999747,0,3,0,0,1.5,38
1164,72.31,1739.5,-168,9.999747,0,3,0,0,1.5,38
930,69.1,1627.5,-168,9.999747,0,3,0,0,0.4,38
1113.5,48.12,2635.462,-112,9.999747,0,3,0,0,4.2,49
1176.5,72.81,794.0562,-168,9.999747,0,3,0,0,-1,38
892,66.83,367.5,-168,9.999747,0,3,0,0,0,38
1242.5,63.54,0,-168,9.999747,0,3,0,0,-4,49
1164.5,71.89,2103.5,-168,9.999747,0,3,0,0,1.7,38
1117,48.26,2635.5,-112,9.999747,0,3,0,0,4,49
1079,66.81,227.5,-196,9.999747,0,3,0,0,-0.2,38
927,69.33,367.5,-168,9.999747,0,3,0,0,-1,38
889.5,66.08,733.999,-168,9.999747,0,3,0,0,0.4,38
868,65.23,2268.094,-140,9.999747,0,3,0,0,1.5,38
1233.5,63.28,2604,-196,9.999747,0,3,0,0,1.7,38
1522,70.29,695.1968,-224,9.999747,0,3,0,0,1.3,38
1151.5,59.61,1694.946,-168,9.999747,0,3,0,0,1.5,38
1210.5,51.62,2607.5,-140,9.999747,0,3,0,0,2.7,49
1168,41.87,2632,-140,9.999747,0,3,0,0,4.2,49
1188,73.5,0,-196,9.999747,0,3,0,0,-1,38
1115,74,0,-196,9.999747,0,3,0,0,-0.2,38
1310,46.42,2632.138,-140,9.999747,0,3,0,0,4.2,49
1179.5,72.92,703.1088,-168,9.999747,0,3,0,0,-1,38
1119.5,60.33,357.7704,-140,9.999747,0,3,0,0,2.3,49
1122.5,58.28,915.7343,-140,9.999747,0,3,0,0,0.6,49
1220,43.02,2607.5,-112,9.999747,0,3,0,0,4.2,49
1330.5,46.65,2635.5,-140,9.999747,0,3,0,0,3.8,49
1265.5,54.75,1095.5,-196,9.999747,0,3,0,0,2.1,38
1175.5,41.86,2632,-112,9.999747,0,3,0,0,4.2,49
901.5,67.31,759.5,-168,9.999747,0,3,0,0,-0.2,38
1491.5,65.2,0,-224,9.999747,0,3,0,0,1.3,38
1099,56.86,2238.557,-168,9.999747,0,3,0,0,2.3,38
920,68.6,991.3387,-168,9.999747,0,3,0,0,-0.4,38
1152,71.27,2271.5,-168,9.999747,0,3,0,0,1.7,38
969,72.8,0,-168,9.999747,0,3,0,0,-0.4,38
1138.5,70.45,2411.5,-168,9.999747,0,3,0,0,2.3,38
909,67.66,1767.5,-140,9.999747,0,3,0,0,0.6,38
1345,47.31,2015.645,-140,9.999747,0,3,0,0,1.976551198,49
943.5,70.05,1151.5,-168,9.999747,0,3,0,0,-0.4,38
1363,71.05,533.1318,-196,9.999747,0,3,0,0,0.4,38
1086,47.19,2635.5,-112,9.999747,0,3,0,0,4,49
1149.5,71.38,1795.5,-168,9.999747,0,3,0,0,1.9,38
935,69.95,87.5,-168,9.999747,0,3,0,0,-1,38
916.5,68.3,2404.115,-140,9.999747,0,3,0,0,1,38
903.5,67.25,1179.5,-168,9.999747,0,3,0,0,0.4,38
1152.5,71.29,1693.674,-168,9.999747,0,3,0,0,1.7,38
1314,56.33,1791.88,-196,9.999747,0,3,0,0,2.1,38
948,71.48,227.5,-168,9.999747,0,3,0,0,0.4,38
1175,72.31,1907.5,-168,9.999747,0,3,0,0,1.3,38
1152,71.1,2159.5,-168,9.999747,0,3,0,0,1.7,38
1328.5,68.14,2632,-196,9.999747,0,3,0,0,0.8,38
970.5,72.18,0,-140,9.999747,0,3,0,0,-2.7,49
1242.5,63.15,2604,-168,9.999747,0,3,0,0,1.3,38
1221.5,43,2607.5,-112,9.999747,0,3,0,0,3.8,49
1244,44.06,2632,-140,9.999747,0,3,0,0,4.8,49
1199.5,61.66,2579.5,-168,9.999747,0,3,0,0,1.7,38
898.5,66.98,1039.5,-168,9.999747,0,3,0,0,-0.4,38
1154.5,71.14,1935.5,-168,9.999747,0,3,0,0,1.7,38
1065.5,55.29,871.5,-140,9.999747,0,3,0,0,0.2,49
882.5,66.01,794.2212,-168,9.999747,0,3,0,0,0.4,38
902,67.38,1403.5,-140,9.999747,0,3,0,0,0.6,38
912,68.15,1571.5,-140,9.999747,0,3,0,0,0.6,38
1239.5,76.43,0,-196,9.999747,0,3,0,0,-1.9,38
1270.5,79.76,0,-196,9.999747,0,3,0,0,-3.1,38
1092,46.96,1907.5,-140,9.999747,0,3,0,0,2.073919067,49
1098.5,62.39,0,-140,9.999747,0,3,0,0,-2.7,49
880,65.53,1963.5,-140,9.999747,0,3,0,0,1,38
1008.5,75.25,0,-168,9.999747,0,3,0,0,-1.9,38
1288.5,45.56,2632,-140,9.999747,0,3,0,0,4.2,49
1150.5,71.09,2159.5,-168,9.999747,0,3,0,0,1.7,38
1165.5,49.62,2632,-112,9.999747,0,3,0,0,3.1,49
1214.5,75.26,0,-196,9.999747,0,3,0,0,-1.9,38
895,66.98,339.5,-168,9.999747,0,3,0,0,-0.6,38
1054.5,65.69,1571.5,-140,9.999747,0,3,0,0,1.5,49
923,68.83,1403.5,-140,9.999747,0,3,0,0,0.4,38
1160,71.7,2188.675,-168,9.999747,0,3,0,0,1.7,38
1078,67.33,488.9698,-168,9.999747,0,3,0,0,-0.6,38
1400.5,72.72,0,-196,9.999747,0,3,0,0,-3.8,49
1191,73.81,0,-196,9.999747,0,3,0,0,-1,38
1164.5,72.09,2159.5,-168,9.999747,0,3,0,0,1.7,38
1020,53,1487.5,-128.1771,9.999747,0,3,0,0,1.7,49
1324.5,81.75,0,-196,9.999747,0,3,0,0,-2.7,38
978.5,75.7,0,-140,9.999747,0,3,0,0,3.8,49
1309,80.73,0,-196,9.999747,0,3,0,0,-2.7,38
1379,59.25,1769.352,-196,9.999747,0,3,0,0,1.7,38
1489.5,51.81,2663.5,-140,9.999747,0,3,0,0,1.7,49
850.5,63.78,2268,-140,9.999747,0,3,0,0,2.7,38
1254.5,77.53,0,-196,9.999747,0,3,0,0,-2.1,38
925.5,69.09,543.2354,-168,9.999747,0,3,0,0,-1,38
1152.5,41.28,2632,-112,9.999747,0,3,0,0,4.8,49
1120.5,57.21,0,-168,9.999747,0,3,0,0,-2.7,49
1171,71.93,2579.5,-168,9.999747,0,3,0,0,0.8,38
1091.5,56.43,2327.5,-140,9.999747,0,3,0,0,2.1,49
1367,85.09,0,-224,9.999747,0,3,0,0,-3.1,38
1264,77.91,0,-196,9.999747,0,3,0,0,-2.3,38
1085,57.13,2243.5,-140,9.999747,0,3,0,0,2.3,49
981.5,73.66,0,-168,9.999747,0,3,0,0,-0.8,38
1152.5,71.48,2047.5,-168,9.999747,0,3,0,0,2.5,38
1236,52.52,2632,-140,9.999747,0,3,0,0,2.7,49
1103.5,57.37,731.5,-140,9.999747,0,3,0,0,0.6,49
1146.5,71.22,2047.5,-168,9.999747,0,3,0,0,2.5,38
905.5,68.2,0,-140,9.999747,0,3,0,0,-4.8,49
1194.5,76.39,0,-196,9.999747,0,3,0,0,-0.6,38
1256.5,77.82,0,-196,9.999747,0,3,0,0,-2.7,38
916,68.3,1599.5,-140,9.999747,0,3,0,0,0.6,38
1151.5,71.31,2131.5,-168,9.999747,0,3,0,0,1.9,38
905,67.5,808.4425,-168,9.999747,0,3,0,0,-0.2,38
910.5,67.86,2075.5,-168,9.999747,0,3,0,0,0.6,38
903.5,67.37,1431.5,-140,9.999747,0,3,0,0,0.6,38
1343.5,68.89,2635.5,-196,9.999747,0,3,0,0,0.8,38
879,66.07,2352,-140,9.999747,0,3,0,0,1.5,38
1100.5,68.4,0,-196,9.999747,0,3,0,0,-0.6,38
1095.5,47.37,2635.5,-112,9.999747,0,3,0,0,4,49
1172,41.92,2632,-112,9.999747,0,3,0,0,4.8,49
1236,76.22,0,-196,9.999747,0,3,0,0,-1.9,38
1235,43.84,2632,-140,9.999747,0,3,0,0,4.8,49
1140,70.42,2439.5,-168,9.999747,0,3,0,0,2.3,38
1187.5,61.46,2579.5,-168,9.999747,0,3,0,0,2.9,38
909.5,67.74,1767.5,-140,9.999747,0,3,0,0,0.6,38
1050.5,54.35,1767.5,-112,9.999747,0,3,0,0,1.9,49
1072.5,55.58,2355.5,-168,9.999747,0,3,0,0,2.3,38
908,67.46,787.5,-168,9.999747,0,3,0,0,-0.2,38
1144,70.81,2467.5,-168,9.999747,0,3,0,0,2.5,38
1169,72.25,1935.5,-168,9.999747,0,3,0,0,1.5,38
1140,69.16,2604,-168,9.999747,0,3,0,0,-1.7,38
914,68.32,1571.5,-140,9.999747,0,3,0,0,0.6,38
899,67.11,2383.5,-140,9.999747,0,3,0,0,0.6,38
1085.5,68.73,0,-168,9.999747,0,3,0,0,3.8,49
1025.5,53.12,1537.014,-112,9.999747,0,3,0,0,1.7,49
1165.5,71.9,1823.5,-168,9.999747,0,3,0,0,1.5,38
916.5,68.32,1575.844,-140,9.999747,0,3,0,0,0.6,38
1152,71.45,1767.5,-168,9.999747,0,3,0,0,1.9,38
1203.5,63.43,6.526142,-196,9.999747,0,3,0,0,1.7,38
1157,71.67,1739.5,-168,9.999747,0,3,0,0,1.5,38
985,51.43,1683.5,-112,9.999747,0,3,0,0,1.7,49
951,48.73,1905.014,-168,9.999747,0,3,0,0,1.3,38
922,68.6,1539.776,-140,9.999747,0,3,0,0,0.6,38
1055,65.11,1775.774,-168,9.999747,0,3,0,0,1.9,38
904.5,67.63,1963.5,-168,9.999747,0,3,0,0,0.6,38
893,66.4,2383.5,-140,9.999747,0,3,0,0,0.6,38
1168.5,41.88,2632,-112,9.999747,0,3,0,0,4.8,49
1158,49.15,2632,-112,9.999747,0,3,0,0,3.1,49
1176,88.13,0,-168,9.999747,0,3,0,0,-0.612583403,49
941.5,70.37,809.6801,-168,9.999747,0,3,0,0,-0.4,38
1025.5,53.25,1443.545,-140,9.999747,0,3,0,0,1.7,49
916,68.29,1617.536,-140,9.999747,0,3,0,0,0.6,38
1161.5,71.66,2215.5,-168,9.999747,0,3,0,0,1.7,38
1193,50.94,2607.5,-140,9.999747,0,3,0,0,2.7,49
1139,59.66,1773.387,-196,9.999747,0,3,0,0,2.7,38
909.5,67.66,983.5,-168,9.999747,0,3,0,0,0.6,38
895,66.46,1967.243,-143.7425,9.999747,0,3,0,0,1,38
1181.5,42,2618.017,-112,9.999747,0,3,0,0,4.2,49
1203,62.35,1911.004,-168,9.999747,0,3,0,0,1.7,38
1305.5,67.03,2607.5,-196,9.999747,0,3,0,0,1.7,38
1203.5,62.53,2579.5,-168,9.999747,0,3,0,0,3.4,38
1126.5,48.61,2632,-112,9.999747,0,3,0,0,4.2,49
907.5,68.13,1907.5,-140,9.999747,0,3,0,0,1.5,38
1301,81.05,0,-196,9.999747,0,3,0,0,-3.1,38
970.5,72.97,0,-168,9.999747,0,3,0,0,-0.4,38
877.5,65.7,1074.092,-140,9.999747,0,3,0,0,0.4,38
1145.5,70.84,2355.5,-140,9.999747,0,3,0,0,2.3,38
990,69.32,366.9489,-168,9.999747,0,3,0,0,-0.6,38
1005,62,201.8458,-168,9.999747,0,3,0,0,1.7,38
1064,65.93,964.142,-196,9.999747,0,3,0,0,0.6,38
1052,65.01,1923.302,-168,9.999747,0,3,0,0,1.9,38
1010,75.21,0,-168,9.999747,0,3,0,0,-1.9,38
944.5,70.6,31.5,-168,9.999747,0,3,0,0,-1.3,38
1170.5,66.87,0.6676813,-196,9.999747,0,3,0,0,-0.2,38
1158.5,71.64,1739.5,-168,9.999747,0,3,0,0,1.5,38
1142.5,70.11,2604,-168,9.999747,0,3,0,0,0.8,38
1273,78.42,0,-196,9.999747,0,3,0,0,-2.5,38
1011.5,62.14,2635.5,-168,9.999747,0,3,0,0,2.7,38
1010,74.08,0,-140,9.999747,0,3,0,0,-2.7,49
910.5,67.85,2075.5,-168,9.999747,0,3,0,0,0.6,38
1212,53.25,2299.5,-140,9.999747,0,3,0,0,4.6,49
1308,80.38,0,-196,9.999747,0,3,0,0,-2.9,38
1184.5,87.15,0,-168,9.999747,0,3,0,0,-3.4,49
846.5,62.35,0,-112,9.999747,0,3,0,0,-2.7,49
1152,71.15,2383.5,-140,9.999747,0,3,0,0,2.5,38
1138.5,48.51,2632,-112,9.999747,0,3,0,0,3.1,49
1276,54.88,1351.7,-196,9.999747,0,3,0,0,2.1,38
1142.5,70.8,2075.5,-168,9.999747,0,3,0,0,1.9,38
855,63.85,2249.306,-140,9.999747,0,3,0,0,2.7,38
945,70.18,1031.976,-168,9.999747,0,3,0,0,-0.4,38
1152,49.94,2632,-112,9.999747,0,3,0,0,4.6,49
1100,81.08,0,-168,9.999747,0,3,0,0,-4,49
1160,41.59,2632,-112,9.999747,0,3,0,0,4.2,49
1299.5,66.84,2607.5,-196,9.999747,0,3,0,0,1.7,38
1156,49.11,2632,-112,9.999747,0,3,0,0,3.1,49
1058.5,65.24,1783.622,-168,9.999747,0,3,0,0,1.9,38
1290,79.54,0,-196,9.999747,0,3,0,0,-2.7,38
941,68.71,0,-140,9.999747,0,3,0,0,-4.6,49
887,66.03,787.5,-168,9.999747,0,3,0,0,0.4,38
1138.5,69.01,2604,-168,9.999747,0,3,0,0,-1.7,38
1194,42.68,2607.5,-140,9.999747,0,3,0,0,4.8,49
905,67.75,1935.5,-168,9.999747,0,3,0,0,0.6,38
1167,41.7,2632,-112,9.999747,0,3,0,0,4.6,49
1209,62.57,2579.5,-168,9.999747,0,3,0,0,3.4,38
1063.5,66.01,1542.735,-140,9.999747,0,3,0,0,1.5,49
1143.5,70.7,2187.5,-168,9.999747,0,3,0,0,2.1,38
885.5,66.26,115.5,-168,9.999747,0,3,0,0,-0.8,38
1231.5,52.31,2632,-140,9.999747,0,3,0,0,2.7,49
1202.5,51.17,2607.5,-140,9.999747,0,3,0,0,2.7,49
1301,38.34,2632,-140,9.999747,0,3,0,0,4.8,49
1181.5,61,2579.5,-168,9.999747,0,3,0,0,1.7,38
1181,72.92,1207.145,-168,9.999747,0,3,0,0,0.6,38
905.5,67.67,1253.758,-140,9.999747,0,3,0,0,0,38
1162.5,71.79,1235.5,-168,9.999747,0,3,0,0,0.6,38
1098,69.55,0,-168,9.999747,0,3,0,0,3.8,49
991.5,60.45,0,-140,9.999747,0,3,0,0,-1.5,49
928.5,69.52,1235.5,-168,9.999747,0,3,0,0,0.4,38
837,62.9,2128,-140,9.999747,0,3,0,0,2.7,38
1136,70.33,2243.5,-168,9.999747,0,3,0,0,2.5,38
1255.5,63.85,2604,-196,9.999747,0,3,0,0,-0.2,38
1295.5,45.9,2632,-140,9.999747,0,3,0,0,4.2,49
1137,49.18,2632,-112,9.999747,0,3,0,0,4.6,49
1325,46.33,2635.12,-140,9.999747,0,3,0,0,4.2,49
1190,73.5,0,-196,9.999747,0,3,0,0,-1.7,38
1190.5,73.55,0,-196,9.999747,0,3,0,0,-1.9,38
888,65.94,451.5,-168,9.999747,0,3,0,0,-0.8,38
1134,70.28,2271.5,-168,9.999747,0,3,0,0,2.5,38
895,66.63,507.5,-168,9.999747,0,3,0,0,-0.6,38
1196.5,61.4,2579.5,-168,9.999747,0,3,0,0,1.7,38
1117,48.18,2632.777,-112,9.999747,0,3,0,0,4.2,49
900.5,67.25,1088.604,-146.8964,9.999747,0,3,0,0,-0.2,38
1188,61.38,1867.774,-168,9.999747,0,3,0,0,1.5,38
909,67.82,1963.5,-168,9.999747,0,3,0,0,0.6,38
1376,59.49,1075.452,-223.432,9.999747,0,3,0,0,1.7,38
1173.5,60.27,2579.5,-168,9.999747,0,3,0,0,2.7,38
1358,39.73,2660,-140,9.999747,0,3,0,0,4.8,49
1028,53.11,1683.5,-140,9.999747,0,3,0,0,1.7,49
1454,61.23,2607.5,-196,9.999747,0,3,0,0,1.7,38
1206,62.74,2579.5,-168,9.999747,0,3,0,0,3.4,38
1139,48.49,1907.5,-140,9.999747,0,3,0,0,1.7,49
1247,77.2,0,-196,9.999747,0,3,0,0,-1,38
1229,62.97,2598.835,-168,9.999747,0,3,0,0,1.7,38
891,66.22,2136.917,-140,9.999747,0,3,0,0,0.6,38
1240.5,63.15,2604,-196,9.999747,0,3,0,0,-0.2,38
1252,78.13,0,-196,9.999747,0,3,0,0,-2.5,38
865,64.78,2240,-140,9.999747,0,3,0,0,1.5,38
1333,82.21,0,-196,9.999747,0,3,0,0,-2.7,38
1159.5,71.62,1739.5,-168,9.999747,0,3,0,0,1.5,38
1346.5,84.34,0,-224,9.999747,0,3,0,0,-3.1,38
902,67.26,1599.5,-140,9.999747,0,3,0,0,0.6,38
873.5,65.38,1438.055,-140,9.999747,0,3,0,0,1,38
919,68.2,2436.948,-140,9.999747,0,3,0,0,1,38
1242.5,76.86,0,-196,9.999747,0,3,0,0,-2.1,38
1071,55.49,2355.5,-168,9.999747,0,3,0,0,2.3,38
1240.5,64.14,0,-166.5082,9.999747,0,3,0,0,1.7,38
957,71.97,0,-168,9.999747,0,3,0,0,-0.4,38
1106.5,64.22,0,-141.5271,9.999747,0,3,0,0,1.7,38
1176.5,72.08,2579.5,-168,9.999747,0,3,0,0,0.8,38
1165,71.78,2131.5,-168,9.999747,0,3,0,0,1.7,38
1157.5,71.45,2271.5,-140,9.999747,0,3,0,0,2.5,38
1154,71.34,2131.5,-168,9.999747,0,3,0,0,1.9,38
1277,45.14,2632,-140,9.999747,0,3,0,0,4.2,49
1165.5,72.11,2075.5,-168,9.999747,0,3,0,0,1.7,38
915.5,68.16,1571.5,-140,9.999747,0,3,0,0,0.6,38
904,67.24,1095.5,-161.0872,9.999747,0,3,0,0,-0.2,38
910,67.94,1739.5,-140,9.999747,0,3,0,0,0.6,38
944,70.56,23.84022,-168,9.999747,0,3,0,0,-1.3,38
1194.5,42.24,2607.5,-112,9.999747,0,3,0,0,4.2,49
891,66.96,1015.258,-140,9.999747,0,3,0,0,-0.4,38
1123.5,48.4,2632,-112,9.999747,0,3,0,0,4.2,49
1081.5,67.2,194.6122,-140,9.999747,0,3,0,0,1.5,49
888.5,67.24,1157.16,-140,9.999747,0,3,0,0,0.8,38
1028,53.16,1598.257,-138.7572,9.999747,0,3,0,0,1.7,49
1331.5,81.82,0,-196,9.999747,0,3,0,0,-2.7,38
976,72.9,0,-140,9.999747,0,3,0,0,-2.7,49
905,67.48,1749.255,-140,9.999747,0,3,0,0,0.6,38
1063.5,78.05,0,-140,9.999747,0,3,0,0,-4.4,49
1376,59.47,1225.992,-212.6792,9.999747,0,3,0,0,1.7,38
1110.5,57.77,759.5,-140,9.999747,0,3,0,0,0.6,49
935.5,69.65,1487.5,-168,9.999747,0,3,0,0,0.4,38
911,67.87,2019.5,-168,9.999747,0,3,0,0,0.6,38
1069.5,78.99,0,-140,9.999747,0,3,0,0,-4,49
906.5,67.91,1943.765,-140,9.999747,0,3,0,0,1.5,38
939,69.81,1319.5,-168,9.999747,0,3,0,0,0.4,38
920.5,68.23,1655.5,-140,9.999747,0,3,0,0,0.6,38
939,69.9,1291.5,-168,9.999747,0,3,0,0,0.4,38
1141.5,40.84,2632,-112,9.999747,0,3,0,0,4.2,49
881.5,65.55,1991.5,-140,9.999747,0,3,0,0,1,38
1382,85.15,0,-224,9.999747,0,3,0,0,-2.7,38
1177,72.92,1123.5,-168,9.999747,0,3,0,0,0.141266133,38
1395.5,72.78,0,-196,9.999747,0,3,0,0,-3.8,49
1097,47.94,2630.481,-140,9.999747,0,3,0,0,2.9,49
1162,72.05,1711.5,-168,9.999747,0,3,0,0,1.5,38
1136.5,70.29,2411.5,-168,9.999747,0,3,0,0,2.3,38
1250,77.13,0,-196,9.999747,0,3,0,0,-1,38
1159.5,71.54,2299.5,-168,9.999747,0,3,0,0,1.7,38
1141,58.22,1419.894,-140,9.999747,0,3,0,0,-1.5,49
1319,49.13,0,-140,9.999747,0,3,0,0,3.1,49
1307.5,80.62,0,-196,9.999747,0,3,0,0,-2.7,38
1134.5,48.77,2632,-112,9.999747,0,3,0,0,3.8,49
878,65.43,1879.5,-140,9.999747,0,3,0,0,1,38
1318.5,38.73,2635.5,-140,9.999747,0,3,0,0,4.8,49
1030,53.81,1179.5,-140,9.999747,0,3,0,0,0.6,49
1190,42.62,2607.5,-140,9.999747,0,3,0,0,5,49
911.5,68.18,1543.5,-140,9.999747,0,3,0,0,0.6,38
1681.5,61.34,148.4238,-252,9.999747,0,3,0,0,1.7,38
1005.5,52.31,1515.5,-112,9.999747,0,3,0,0,1.7,49
1166,72.08,1711.5,-168,9.999747,0,3,0,0,1.5,38
1129,83.42,0,-168,9.999747,0,3,0,0,-4,49
1151.5,71.3,2047.5,-168,9.999747,0,3,0,0,2.5,38
893,66.59,193.2796,-168,9.999747,0,3,0,0,-1.5,38
892.5,67.52,1207.5,-140,9.999747,0,3,0,0,0.8,38
1168.5,72.14,1991.5,-168,9.999747,0,3,0,0,1.5,38
1239,60.73,240.1746,-196,9.999747,0,3,0,0,2.7,38
804.5,61.95,199.9584,-140,9.999747,0,3,0,0,2.7,38
1167,41.87,2632,-112,9.999747,0,3,0,0,4.8,49
902.5,66.96,1011.5,-168,9.999747,0,3,0,0,-0.4,38
1137,70.3,2411.5,-168,9.999747,0,3,0,0,2.3,38
1090,67.68,283.5,-187.4339,9.999747,0,3,0,0,-0.6,38
1158,71.63,927.5,-196,9.999747,0,3,0,0,0.2,38
1230.5,63.1,2604,-168,9.999747,0,3,0,0,1.3,38
1191.5,73.59,0,-196,9.999747,0,3,0,0,-1.7,38
886.5,66.22,2046.685,-140,9.999747,0,3,0,0,0.6,38
1183.5,51.19,2551.5,-140,9.999747,0,3,0,0,4.6,49
924.5,69.1,535.5,-168,9.999747,0,3,0,0,-1,38
1017.5,53.24,1599.5,-112,9.999747,0,3,0,0,1.7,49
1227.5,53.56,2235.966,-168,9.999747,0,3,0,0,4.6,49
1175,43.15,2181.077,-140,9.999747,0,3,0,0,4,49
1231,76.32,0,-196,9.999747,0,3,0,0,-3.1,38
931.5,69.55,1541.302,-168,9.999747,0,3,0,0,0.4,38
1162,71.8,1235.5,-168,9.999747,0,3,0,0,0.6,38
1172.5,41.93,2632,-112,9.999747,0,3,0,0,4.8,49
1212,74.8,0,-196,9.999747,0,3,0,0,-1.9,38
1368.5,62.22,0.5669119,-196,9.999747,0,3,0,0,1.7,38
1091,58.29,0,-168,9.999747,0,3,0,0,3.8,49
1154.5,71.23,2187.5,-168,9.999747,0,3,0,0,1.9,38
1140.5,84.44,0,-168,9.999747,0,3,0,0,-4,49
978.5,51.28,1732.689,-112,9.999747,0,3,0,0,1.7,49
918.5,65.73,14.96981,-168,9.999747,0,3,0,0,0.6,38
986,61.7,2075.5,-112,9.999747,0,3,0,0,2.3,49
911.5,67.65,983.5,-168,9.999747,0,3,0,0,0.6,38
871,65.34,1638.875,-140,9.999747,0,3,0,0,0.8,38
891,66.5,486.0665,-168,9.999747,0,3,0,0,0.4,38
1103,57.42,731.5,-140,9.999747,0,3,0,0,0.6,49
1086,57.2,2243.5,-140,9.999747,0,3,0,0,2.3,49
894,66.88,367.5,-168,9.999747,0,3,0,0,0,38
1291.5,80.58,0,-196,9.999747,0,3,0,0,-3.1,38
1374,40.19,2663.5,-140,9.999747,0,3,0,0,4.8,49
1271,78.3,0,-196,9.999747,0,3,0,0,-2.7,38
940,69.79,143.5,-168,9.999747,0,3,0,0,-1,38
1083.5,67.03,731.5,-168,9.999747,0,3,0,0,-0.6,38
1179.5,73.02,619.5,-168,9.999747,0,3,0,0,-1,38
1419,50.93,2016.436,-140,9.999747,0,3,0,0,3.6,49
1210,43.98,413.3757,-140,9.999747,0,3,0,0,4.2,49
1160,71.74,2271.5,-168,9.999747,0,3,0,0,1.7,38
1275.5,54.7,1515.5,-196,9.999747,0,3,0,0,2.1,38
1171.5,72.31,1879.5,-168,9.999747,0,3,0,0,1.5,38
1159.5,71.85,1683.5,-168,9.999747,0,3,0,0,1.7,38
883,65.76,2047.5,-140,9.999747,0,3,0,0,1,38
902.5,67.38,1403.5,-140,9.999747,0,3,0,0,0.6,38
1051.5,79.98,0,-140,9.999747,0,3,0,0,2.7,49
1154.5,71.51,1791.999,-168,9.999747,0,3,0,0,2.1,38
1377.5,40.34,2663.5,-140,9.999747,0,3,0,0,4.8,49
897,67.76,1107.058,-168,9.999747,0,3,0,0,0.8,38
1298,66.77,2607.5,-196,9.999747,0,3,0,0,1.7,38
955,71.56,0,-140,9.999747,0,3,0,0,-0.8,49
1199,73.54,2579.5,-168,9.999747,0,3,0,0,0.8,38
1133,49.28,2632,-112,9.999747,0,3,0,0,4.6,49
1219.5,75.39,0,-196,9.999747,0,3,0,0,-1.9,38
1355.5,83.66,0,-224,9.999747,0,3,0,0,-2.7,38
952.5,71.27,0,-140,9.999747,0,3,0,0,-0.8,49
1156,71.49,2243.5,-140,9.999747,0,3,0,0,2.5,38
1365.5,47.7,2662.935,-140,9.999747,0,3,0,0,1.7,49
1105,47.87,2635.5,-112,9.999747,0,3,0,0,5,49
1212,62.49,2187.5,-168,9.999747,0,3,0,0,1.7,38
902.5,67.34,2079.512,-140,9.999747,0,3,0,0,1.3,38
1164.5,71.77,1879.5,-168,9.999747,0,3,0,0,1.5,38
889.5,66.59,451.5,-168,9.999747,0,3,0,0,0,38
909,67.49,1263.5,-140,9.999747,0,3,0,0,0,38
889,66.21,2131.5,-140,9.999747,0,3,0,0,0.6,38
1059,54.46,2291.955,-168,9.999747,0,3,0,0,2.1,38
820,62.17,1058.324,-140,9.999747,0,3,0,0,2.7,38
903.5,67.25,2348.364,-140,9.999747,0,3,0,0,0.6,38
1141,70.68,2271.026,-168,9.999747,0,3,0,0,2.1,38
